MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,C (all),86.42938346,5066.934558,Pave,,IR3,Lvl,AllPub,Inside,Gtl,NAmes,Norm,RRNn,1Fam,SFoyer,6,5,1967.500531,1948.804428,Gable,CompShg,Stone,Wd Sdng,BrkFace,127.8467914,Ex,TA,CBlock,Gd,TA,No,LwQ,598.9636984,Unf,46.16843531,952.6805198,1182.292447,GasA,Gd,Y,FuseA,1370.382386,0,16.38865782,1260.806076,1,0,1,0,2,1,TA,6,Typ,1,Ex,2Types,1957.169269,RFn,1,80.41901817,Po,Ex,Y,39.66118681,52.97009927,0,0,0,0,,,,161.9131786,5,2008,WD,Alloca,159094.9037
45,RM,67.42086256,1440.764032,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNn,Norm,1Fam,1.5Unf,5,6,1961.696435,1973.05266,Gable,CompShg,VinylSd,MetalSd,None,83.16990707,TA,TA,CBlock,TA,TA,Av,BLQ,481.1776516,Unf,0,483.2011043,937.6512588,GasA,Po,N,FuseF,854.9872792,251.3115605,19.48338113,883.3560604,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1935.87264,Unf,2,314.5545919,TA,TA,Y,0,37.46906584,221.7516191,0,22.88260588,0,,,,32.2829729,12,2007,WD,Normal,22053.85925
45,RL,50.44802815,336.5948037,Pave,,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1922.815742,2003.878677,Gable,CompShg,MetalSd,MetalSd,None,26.86540219,TA,TA,CBlock,TA,TA,No,ALQ,554.6282844,GLQ,35.0708035,587.3417522,616.4911747,GasA,TA,Y,SBrkr,1237.383311,151.3560661,0,766.5425628,0,1,1,0,2,1,Ex,4,Typ,0,,Detchd,2006.616061,Unf,2,543.8648228,Po,TA,Y,31.72558861,10.09449226,0,0,0,10.10212746,,,,0,5,2007,WD,Normal,96462.31809
60,FV,,9497.107033,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,Duplex,2Story,6,5,1966.213897,1990.73194,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.3739592,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,64.27058584,562.7911439,884.955705,GasA,Ex,Y,SBrkr,752.8113165,719.4239855,0,1882.649308,0,0,2,1,3,1,TA,7,Mod,1,Gd,Attchd,2007.862317,RFn,2,362.8352585,TA,TA,Y,100,64.12502926,0,4.748595698,0,0,Ex,,,280.0768704,11,2007,WD,Normal,204906.9201
20,RL,,15326.4081,Pave,,IR3,Lvl,NoSeWa,CulDSac,Mod,NAmes,PosA,Norm,1Fam,1Story,6,3,1981.69555,1974.881055,Gable,CompShg,MetalSd,Plywood,None,0,TA,TA,CBlock,Gd,TA,No,LwQ,1162.704755,Unf,84.92292891,556.1877082,1508.75554,GasA,Gd,Y,SBrkr,1508.489466,122.9512716,14.47823679,1445.114356,0,1,2,0,3,1,Ex,7,Typ,1,TA,Attchd,1971.185202,Unf,2,220.4243481,TA,TA,Y,0,48.28087951,7.626494128,14.94777822,168.218005,0,,,,199.0951625,3,2007,WD,Normal,154844.572
50,RM,,4682.120771,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,PosN,Norm,1Fam,1.5Fin,7,7,1944.6691,1935.747007,Gable,CompShg,CBlock,Stone,None,120.245999,TA,TA,PConc,TA,TA,No,Unf,0,Unf,23.96554645,522.2021794,626.2589,GasW,TA,Y,SBrkr,672.7774465,648.2866816,0,1177.03235,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,2002.881302,Unf,1,303.9905857,TA,TA,Y,0,0,214.9682109,5.354926633,0,0,,,,216.7952478,8,2008,WD,Normal,157207.6785
30,RL,46.97613093,8686.051893,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2006.975864,1995.94669,Gable,CompShg,BrkFace,VinylSd,BrkFace,16,Gd,TA,Stone,Gd,TA,Av,Unf,0,Unf,35.6441843,1538.781647,745.3849031,GasA,Ex,Y,SBrkr,1141.371732,88.45714595,12.10441265,1427.673068,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,1998.45373,Fin,2,388.6469713,TA,TA,Y,98.98338789,42.87723757,0,0,0,0,,,,16.25181828,3,2008,WD,Normal,170135.5482
20,FV,92.27945597,7690.628748,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,1997.440788,1998.385228,Gable,CompShg,VinylSd,VinylSd,BrkCmn,13.91059633,Fa,TA,PConc,Fa,TA,No,Unf,0,GLQ,111.6088334,1698.79926,1424.067233,GasA,Ex,Y,SBrkr,1617.365543,0,1.001369355,1363.351089,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,1998.199246,Unf,3,861.3720128,Ex,TA,Y,126.5670913,157.0746699,31.4853288,8.848691828,0,2.624108309,,,,94.15397185,12,2009,CWD,Partial,249483.155
60,RL,,10046.03085,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Veenker,RRAe,Norm,1Fam,2Story,7,7,1979.678752,2019.986831,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,TA,TA,Gd,LwQ,391.1494691,ALQ,1134.227975,261.843305,1148.423365,GasA,TA,Y,SBrkr,1599.466896,607.7638245,0,2842.112073,1,0,2,1,3,1,Ex,9,Typ,2,Gd,Detchd,1960.645274,RFn,2,558.2903954,TA,TA,Y,259.7109763,53.5028877,11.66302076,4.276189625,17.38329642,0,,MnPrv,TenC,55.60764279,7,2007,WD,Normal,268570.9851
90,RM,89.2300367,11343.40324,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,RRNn,TwnhsE,1Story,5,5,1967.045261,1942.6771,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,PConc,,,,,0,,0,0,0,Floor,Gd,Y,FuseA,923.7619058,0,0,953.9452578,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1975.494851,Unf,1,264.2099685,TA,TA,Y,0,45,0,13.57503191,0.179939713,0,Gd,,,47.96406111,12,2008,WD,Normal,86560.61418
75,RM,89.64883307,20703.23724,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Feedr,1Fam,2.5Fin,7,9,1899.639502,1994.161789,Gable,CompShg,Stucco,CmentBd,None,0,Gd,Po,BrkTil,TA,TA,No,Unf,33.59989649,Unf,106.4449098,1470.8969,1459.479225,OthW,Ex,N,SBrkr,1822.043163,1775.413103,0,3756.540604,0,0,3,0,3,1,Gd,10,Typ,1,Ex,Attchd,2000.601026,RFn,3,1042.404387,TA,TA,Y,385.1166468,31.41480743,0,0,0,18.3875556,Ex,GdWo,,416.9438218,5,2008,WD,AdjLand,236134.4894
30,RM,69.22567154,1566.566416,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1951.598146,1960.994064,Gable,CompShg,VinylSd,VinylSd,None,178.8846273,TA,TA,CBlock,TA,TA,Mn,ALQ,146.6437114,Rec,46.24150406,144.7565537,534.4912734,GasA,Ex,Y,FuseA,654.4446525,0,0,681.6289633,0,0,1,0,2,1,TA,4,Maj2,1,Gd,Detchd,1969.52829,Fin,1,1124.76421,Ex,Ex,Y,44.34194497,44.09727195,0,11.95592295,13.94726213,19.86925627,,,Gar2,46.37141015,2,2008,WD,Normal,139348.0163
30,RL,98.51297514,17548.33302,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,2021.541296,1994.716367,Gable,CompShg,HdBoard,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1034.421837,Unf,0,566.4086994,979.5356042,GasA,Gd,Y,SBrkr,1170.548446,726.0106357,0,2287.469715,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1973.030132,,2,465.0072468,Po,TA,Y,0,193.834083,0,24.06509322,11.71319538,0,,,,0,6,2009,ConLw,Family,263365.2529
20,RL,80.7740117,15095.29479,Pave,,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2016.3045,2009.829448,Gable,Metal,VinylSd,VinylSd,None,119.0603044,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,113.127195,1338.018214,1108.384662,GasA,Po,Y,SBrkr,1268.586675,0,6.104241444,1297.306205,0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2005.523559,RFn,3,799.1006794,TA,TA,Y,75.65586068,47.12255694,0,10.65558115,0,22.74904687,,,,161.0667707,5,2007,WD,Normal,180565.1544
40,RM,69.48916142,5532.312836,Grvl,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,PosN,Norm,1Fam,1Story,5,5,1912.771334,1950.800173,Gable,CompShg,VinylSd,Other,None,50.89895252,TA,TA,CBlock,TA,Po,No,Rec,215.2825981,BLQ,91.62939686,329.5353758,236.4375234,GasA,Ex,Y,SBrkr,627.8673577,0,0,945.2501621,0,0,1,0,2,1,TA,5,Typ,0,,Basment,1941.943577,Unf,1,152.0998817,TA,,Y,0,22.5090426,0,15.00194402,0,6.831487984,,MnWw,Othr,0,4,2008,WD,Normal,178814.5956
20,FV,55.52035206,14835.20762,Pave,,IR2,Lvl,AllPub,Inside,Sev,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960.777997,1965.559824,Mansard,CompShg,HdBoard,MetalSd,None,87.7861487,Ex,TA,CBlock,TA,TA,No,BLQ,356.3699012,LwQ,355.3435801,126.1162707,1142.23941,GasW,TA,Y,SBrkr,1149.909477,0,0,1027.115308,0,0,1,0,3,1,TA,5,Typ,0,Ex,Detchd,1982.919589,Unf,1,280,TA,,Y,7.473392534,0,1.606978671,4.382057618,0,22.07859813,,,,0,7,2007,WD,Normal,38732.57865
80,RL,,7745.85295,Pave,Pave,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2002.470673,2015.881254,Gable,CompShg,VinylSd,VinylSd,BrkCmn,136.8125571,TA,TA,PConc,Gd,,No,GLQ,96.42212132,Unf,0,205.2717748,50.01937995,GasA,Ex,Y,SBrkr,609.5763126,1022.979244,0,1628.180162,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,2002.34432,Fin,2,390.6056347,TA,TA,Y,170.3660904,35.40248967,4.404061379,10.58223849,9.943981898,39.57956675,,,,0,4,2010,WD,Alloca,181960.4502
20,RL,72.40363555,11553.10943,Pave,Pave,Reg,HLS,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1953.712742,1959.215923,Flat,CompShg,Wd Sdng,Wd Sdng,,0,TA,TA,CBlock,TA,TA,No,Rec,585.039611,Unf,67.76928678,124,862.7119972,GasA,Gd,Y,FuseP,1152.630214,66.52362176,54.3669648,1688.963439,0,0,1,0,2,1,TA,5,Mod,0,,Attchd,1938.631645,Unf,1,45.83186537,TA,TA,Y,0,0,0,15.04084251,0,32.48855107,,,,0,6,2006,WD,Partial,107120.759
60,RL,93.52326854,8641.556987,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,RRAe,Norm,1Fam,1.5Unf,6,5,1980.696631,1974.431422,Gable,Tar&Grv,Stucco,HdBoard,BrkFace,320.0815474,Gd,TA,CBlock,TA,Po,No,Unf,209.9578339,Unf,32.45890872,627.9810533,457.7789504,GasA,TA,Y,SBrkr,679.9193089,889.0129573,0,1848.24467,0,0,2,1,3,1,TA,7,Maj2,1,TA,Attchd,1977.045865,Fin,2,541.8645902,TA,TA,P,222.1236106,6.512841752,18.49237159,0,10.81551825,0,,MnWw,,0,6,2010,WD,Normal,222600.7312
20,RM,100.1222825,7913.688297,Pave,,Reg,Lvl,AllPub,FR3,Gtl,NAmes,Norm,Norm,1Fam,2.5Fin,6,6,1963.828681,1949.209147,Gable,CompShg,HdBoard,Plywood,BrkFace,186.7152352,TA,TA,CBlock,TA,TA,No,Rec,8.040599723,BLQ,349.7948694,1181.371911,1670.460528,GasA,TA,Y,FuseA,1262.751112,336.9098167,5.536866557,1684.12869,0,0,1,1,3,1,TA,6,Typ,0,,CarPort,1980.186964,RFn,2,599.7897666,TA,TA,Y,0,0,0,0,175.5453488,37.27987321,,,,0,2,2009,WD,Normal,162392.693
60,RL,60.08407093,15719.95456,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1960.991827,1991.447407,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Ex,PConc,Gd,TA,No,GLQ,535.0537944,Unf,0,927.4599046,1267.695146,GasA,Ex,Y,FuseA,1246.237778,1349.859472,0,2476.908901,0,0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,1995.085992,Unf,2,719.5713989,TA,TA,Y,214.1018109,16.98290792,0,19.68462168,26.01328098,4.708769303,,,,0,5,2007,WD,Normal,297152.3566
20,RH,57.47746993,7400.386554,Pave,,Reg,Lvl,NoSeWa,FR3,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,4,4,1958.215834,1947.103864,Hip,Metal,Wd Sdng,AsbShng,None,47.40409694,Fa,Fa,CBlock,TA,Fa,Mn,Unf,0,Unf,0,879.6425295,457.7753678,GasA,Gd,Y,SBrkr,977.6982059,470.0229051,27.26498767,879.7110198,0,0,1,0,2,1,TA,4,Typ,0,,CarPort,1940.383212,Unf,1,236.9297755,TA,TA,N,215.1537646,0,26.01749186,10.52124419,4.658611168,32.71130368,,,,38.38681349,9,2009,WD,Normal,47389.72137
90,RL,67.39256268,12479.44655,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,8,1983.523532,2001.265376,Gable,CompShg,WdShing,HdBoard,None,0,TA,Gd,CBlock,Gd,TA,,GLQ,708.3881121,Unf,54.46441464,192.2030162,859.0231351,GasA,TA,Y,SBrkr,839.9105913,0,12.94302034,459.2545044,0,1,1,0,2,1,TA,5,Typ,0,,Detchd,1984.338535,Fin,1,415.5534172,TA,Fa,Y,236.061965,0,2.46785481,15.32891241,0,22.16555248,,MnPrv,TenC,0,4,2009,WD,Normal,85264.51167
20,RL,61.6844119,4775.33316,Grvl,,Reg,Lvl,NoSeWa,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1955.659616,1992.888389,Hip,CompShg,MetalSd,MetalSd,None,0,Ex,Gd,PConc,TA,TA,No,BLQ,628.4457487,Unf,0,700.2117747,1410.771822,GasA,Ex,Y,SBrkr,1402.961429,0,2.811557509,1209.510177,1,0,1,0,3,1,TA,7,Typ,0,,Detchd,1983.299318,Fin,2,454.5029401,TA,TA,N,36.3449246,0,0,0,0,0.855059365,,MnPrv,,53.45614298,3,2009,ConLD,Normal,151036.661
20,RL,,6247.9212,Pave,,IR1,Lvl,AllPub,Corner,Sev,NridgHt,Norm,Norm,1Fam,1Story,5,7,1986.732812,2007.58211,Gable,CompShg,HdBoard,Plywood,None,0,Ex,Gd,CBlock,TA,Gd,No,ALQ,518.5958562,Unf,148.8221425,302.1082737,1113.71104,GasA,Gd,Y,SBrkr,932.4167351,209.7835855,0,1005.48948,1,0,1,0,3,1,Gd,6,Typ,0,,Detchd,1961.384255,Unf,1,87.53893436,TA,TA,Y,0,112.6624972,0,1.749291798,0,3.106917192,,,,0,3,2007,WD,Normal,180731.9859
50,RM,70.03449442,8054.874418,Pave,Grvl,Reg,Low,AllPub,CulDSac,Gtl,IDOTRR,PosN,Norm,1Fam,1.5Fin,6,7,1911.424638,1984.707282,Gable,CompShg,MetalSd,MetalSd,None,28.15213298,Fa,TA,BrkTil,TA,TA,No,Unf,163.2513522,Unf,0,495.0674069,661.3882039,GasA,Ex,Y,SBrkr,449.7330691,706.0424287,32.69219337,1619.450211,0,0,1,0,3,1,TA,7,Typ,0,,BuiltIn,1908.134205,Unf,1,291.0262289,Gd,TA,Y,146.395553,0,191.0610852,0,0,0,,MnPrv,Gar2,0,6,2008,WD,Normal,173384.9868
60,C (all),,27114.54016,Pave,,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1960.544082,1992.124161,Flat,CompShg,HdBoard,HdBoard,None,123.0955998,Gd,TA,PConc,Ex,TA,No,GLQ,351.7486626,Unf,162.0275474,4.272369326,1032.76217,GasA,Ex,Y,SBrkr,714.5735783,963.485689,0,1869.579288,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,1983.946793,Fin,2,642.6510115,Po,TA,Y,163.2233693,106.3298004,0,9.112432996,0,0,,,Gar2,0,1,2009,WD,Normal,243251.0726
20,RH,80.42967564,9979.49904,Pave,,IR2,Low,AllPub,Inside,Mod,Mitchel,Norm,RRAe,1Fam,1Story,5,5,1991.214029,1983.915783,Gable,CompShg,BrkFace,BrkFace,None,64.7392578,TA,Po,CBlock,TA,TA,No,ALQ,1036.064025,Unf,0,370.4115645,1297.484082,GasA,Fa,Y,SBrkr,906.2305791,0,0,1435.867698,1,0,2,0,3,1,TA,5,Min2,1,,Attchd,1990.966982,RFn,2,745.7797581,TA,TA,P,150.477607,10.520581,1.806008327,0,18.36984711,0,Gd,,Gar2,0,5,2006,WD,Normal,124796.5844
20,RL,35.6231319,8562,Pave,,Reg,Lvl,AllPub,Inside,Mod,MeadowV,Norm,Norm,Twnhs,2.5Unf,5,6,1951.14718,2020.068979,Hip,CompShg,HdBoard,AsphShn,Stone,152.6857971,TA,TA,CBlock,TA,TA,Av,Rec,555.6873988,Unf,0,770.5839038,1296.779287,GasA,Ex,Y,FuseA,1765.260114,288.888591,8.143422546,1730.515135,0,0,1,0,4,1,TA,7,Min2,1,Gd,Basment,1929.501602,Unf,1,424.7669284,TA,TA,Y,119.0466304,103.0110617,0,0,0,0,Fa,,,0,5,2010,WD,Normal,209218.6316
20,C (all),131.9526436,13745.88885,Pave,,IR1,Bnk,AllPub,FR3,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1935.951831,1998.51213,Gable,CompShg,MetalSd,MetalSd,None,4.628403567,TA,Gd,Stone,TA,TA,Mn,Rec,152,BLQ,491.9700647,1084.833146,1537.488716,GasA,TA,Y,SBrkr,1803.483511,1258.01529,428.9695083,3039.989858,0,0,3,0,3,1,Ex,12,Maj1,1,Gd,Detchd,,,0,16.33240705,,,Y,249.0035494,9.644817391,25.0681935,0,2.568386624,0,,GdPrv,,6.124212663,3,2007,ConLw,Normal,185151.6029
190,RM,43.27646354,706.0212656,Pave,,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1930.403374,2020.835645,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,TA,No,,0,Unf,0,646.9487165,1055.363545,Floor,Gd,Y,SBrkr,859.2095483,812.6163065,13.59989825,1625.068455,0,0,2,0,2,3,TA,8,Typ,0,,,,,0,0,,,N,0,20.47010977,166.0691752,0,5.876915449,0,Gd,,,53.70064799,6,2009,New,Partial,122225.7222
60,RL,103.6135959,8839.332849,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,1999.917947,1995.390443,Gable,CompShg,Stone,VinylSd,BrkFace,241.0989963,Fa,TA,Stone,Ex,TA,Av,GLQ,934.4585297,Unf,71.24856325,219.834836,1116.548901,GasA,Ex,Y,SBrkr,1228.279439,1514.228452,0,2697.978344,1,0,2,1,4,1,Gd,10,Typ,1,Fa,BuiltIn,1994.862152,Fin,3,865.9641208,TA,TA,P,250.7803574,149.6193039,0,9.188768552,22.59873302,2.031254781,,,Shed,0,6,2007,WD,Normal,387281.2161
75,RL,40.17062159,10632.48245,Grvl,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,1Story,7,5,1949.078338,1944.451376,Gable,CompShg,MetalSd,MetalSd,None,34.89800818,Fa,Gd,Wood,TA,TA,No,Rec,289.9871081,Unf,0,823.9332455,923.2812887,GasA,Gd,N,SBrkr,1226.756875,571.2380874,0,1787.017469,0,0,2,0,4,1,TA,7,Typ,2,Gd,Basment,1936.257393,Unf,1,215.0300077,TA,,Y,69.13066099,43.87606691,19.81183709,17.25325759,151.4043168,0,,MnPrv,,0,8,2007,WD,Normal,160824.2739
50,RL,56.60564339,14124.50599,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,RRAn,Norm,1Fam,SFoyer,5,8,1923.574746,1979.560508,Gable,CompShg,VinylSd,Wd Sdng,None,0,TA,TA,CBlock,Fa,TA,No,ALQ,522.3539275,Unf,0,328.2830897,767.4775319,GasW,Gd,Y,SBrkr,1407.184745,269.5711565,0,1410.953126,0,1,2,0,3,1,Ex,7,Min1,1,TA,Attchd,1961.204523,Unf,2,542.2562383,TA,TA,Y,290.5879091,15.61485782,0,0,26.4770664,19.68468602,Ex,,Shed,636.8508503,4,2006,WD,Normal,185609.8202
120,RL,53.79643583,2158.133132,Pave,,IR1,Bnk,AllPub,Inside,Gtl,NridgHt,RRAe,Norm,Twnhs,2.5Unf,7,5,2002.911795,1995.156705,Gable,CompShg,VinylSd,VinylSd,Stone,83.08675642,Gd,TA,PConc,Gd,TA,Mn,Rec,903.1336143,Unf,0,474.1937513,1161.155646,GasA,Gd,Y,FuseA,1179.355,376.7887849,0,1164.807611,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004.23573,RFn,2,439.8816736,TA,Ex,Y,175.6928833,35,7.405325713,0,0,18.25942349,,,,0,6,2010,New,Partial,200726.1878
80,RL,,8023.93154,Pave,Grvl,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Artery,1Fam,SLvl,7,5,1979.187681,1991.109143,Gable,CompShg,Wd Sdng,HdBoard,BrkFace,139.5386007,TA,TA,PConc,Gd,TA,No,Unf,136.3768063,Unf,0,193.7160934,426.3472542,GasA,Gd,Y,SBrkr,609.975533,463.2814788,0,1431.536647,0,0,2,1,3,1,Gd,7,Typ,1,Po,Attchd,1968.852377,Fin,2,430.8549887,TA,TA,N,107.2229665,8.491623451,14.22496572,0,0,0,,,,0,7,2007,New,Normal,164710.8482
50,RL,110.6920958,12497.10398,Pave,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,PosN,Artery,1Fam,1.5Fin,5,7,1952.032016,1952.33042,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,Gd,BrkTil,TA,Fa,No,Rec,615.467497,Unf,16.76835082,212.5769747,599.0260132,GasA,Ex,Y,SBrkr,944.9530985,546.7850485,21.15731204,867.8306114,1,0,1,1,2,1,Ex,7,Min2,2,TA,Detchd,1932.898675,Unf,1,225.9298953,TA,TA,Y,0,80.83656078,0,0,0,0,,MnWw,,31.34638551,6,2009,WD,Normal,128447.5104
20,RL,,11400,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,Twnhs,1Story,10,5,2002.430611,2001.570056,Mansard,CompShg,Stucco,VinylSd,BrkFace,460.1830345,Ex,TA,PConc,Ex,Gd,Gd,GLQ,1315.336339,Unf,56.32176123,1565.287071,2592.475484,GasA,Ex,N,SBrkr,2882.829298,117.367104,0,2367.27945,1,0,2,1,2,1,Ex,8,Typ,2,Fa,Attchd,1999.085837,RFn,3,889.037391,TA,TA,N,375.9858617,118.4367838,10.0144433,40.5052418,0,3.140098366,,,Shed,508.4159295,3,2007,New,Normal,534705.8111
120,RL,48.88589643,3686.198173,Pave,,Reg,Lvl,NoSeWa,Inside,Mod,Blmngtn,Norm,Norm,2fmCon,1Story,7,5,2015.807509,1993.027939,Gable,CompShg,VinylSd,Wd Shng,BrkFace,72,Gd,TA,PConc,Ex,TA,Av,Unf,20.43403731,Unf,0,1358.972709,1311.236985,GasA,Fa,Y,SBrkr,1379.588531,0,0,594.2979518,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,1992.804104,Fin,3,637.7187128,TA,TA,Y,161.6432564,19.16169222,0,3.212757722,22.20576447,0,,,,0,6,2007,New,Partial,110818.76
90,RL,98.55044258,14208.12775,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1964.808939,1965.991236,Gable,ClyTile,VinylSd,MetalSd,BrkFace,603.0657233,TA,Gd,Slab,Gd,TA,No,Rec,204.1608487,Unf,30.86188127,892.5903097,1070.819904,GasA,TA,Y,SBrkr,836.9583622,830.6946742,0.496699402,2337.71961,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1974.193041,Unf,1,441.3649541,TA,Fa,Y,0,18.67773309,0,1.218642386,271.8042583,30.14834898,,,,133.7942568,6,2009,WD,Family,238794.4988
50,RM,48.39308217,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,PosN,Duplex,1.5Fin,4,7,1925.685003,1992.584963,Gable,Roll,AsbShng,AsbShng,None,31.25515433,TA,Po,BrkTil,TA,TA,No,Unf,145.5018872,Unf,76.95490798,690.6778987,910.6234181,GasA,Ex,Y,SBrkr,1287.154505,483.6222194,14.83594526,1541.530842,0,0,1,0,3,1,TA,6,Typ,0,Fa,Detchd,1908.07752,Unf,1,186.1679727,TA,TA,Y,0,0,6.121622341,0,134.965775,22.84966958,Fa,,,0,7,2009,CWD,Alloca,116390.9273
85,RM,76.1992017,4715.425725,Pave,,IR1,Lvl,NoSeWa,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1998.423274,1997.028978,Hip,WdShngl,HdBoard,MetalSd,None,0,TA,TA,CBlock,TA,Fa,Av,Rec,865.3876091,GLQ,20.22246099,148.6627846,1101.900139,GasA,Po,Y,SBrkr,847.7408268,220.2379338,11.63378666,894.5953774,1,0,1,0,2,1,TA,4,Typ,0,,Detchd,2000.674984,Unf,2,459.6156367,TA,TA,Y,0,0,0,0,0,33.44020556,Gd,,,0,7,2009,WD,Normal,195065.3748
20,RH,42.97610343,12458.0085,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,2fmCon,1Story,5,5,1955.637978,1955.974856,Gable,CompShg,AsphShn,HdBoard,,442.9593113,TA,Ex,CBlock,TA,TA,No,Rec,781.1149038,Unf,0,786.2668908,1228.341421,GasA,TA,Y,FuseP,1372.128059,0,0,1330.796021,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1946.436758,Unf,2,445.7500486,Fa,TA,Y,0,24.8061701,14.55166685,17.30265151,85.37011194,16.25442571,Gd,MnWw,,0,4,2010,WD,Normal,62738.03
